country,city,address,coordinates,operator,type,phone,email,website,image,wikidata
Israel,Tel Aviv,,Point(34.785222222 32.081944444),Poland,embassy,,,http://www.telawiw.msz.gov.pl,http://commons.wikimedia.org/wiki/Special:FilePath/Polish%20Embassy%20TelAviv%200888.JPG,http://www.wikidata.org/entity/Q30905839
Israel,Tel Aviv,,,Slovenia,embassy,,,,,http://www.wikidata.org/entity/Q19937568
Israel,Tel Aviv,,Point(34.788688 32.078307),Sweden,embassy,,,,,http://www.wikidata.org/entity/Q10686026
Israel,Tel Aviv,,,Turkey,embassy,,,,,http://www.wikidata.org/entity/Q19611777
Israel,Tel Aviv,"50, Yermiyahu Str., Tel Aviv, 62594",Point(34.778028 32.094901),Ukraine,embassy,+972-3-627-3300,mailto:emb_il@mfa.gov.ua,http://israel.mfa.gov.ua/ua,,http://www.wikidata.org/entity/Q12142685
Israel,Tel Aviv,,Point(34.7715 32.08783333),United Kingdom,embassy,,,https://www.gov.uk/government/world/organisations/british-embassy-tel-aviv/,http://commons.wikimedia.org/wiki/Special:FilePath/UKEmbassy.jpg,http://www.wikidata.org/entity/Q6561183
Italy,,,,Saudi Arabia,embassy,,,,,http://www.wikidata.org/entity/Q54857159
Italy,,,,State of Palestine,embassy,,,,,http://www.wikidata.org/entity/Q29447939
Italy,,,,Tunisia,embassy,,,,,http://www.wikidata.org/entity/Q54874562
Italy,,,,United States of America,consulate general,,,,http://commons.wikimedia.org/wiki/Special:FilePath/US%20flag%20flying%20at%20half%20mast%20in%20Milan%2C%202013.JPG,http://www.wikidata.org/entity/Q25053672
Italy,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q28788295
Italy,Province of Caltanissetta,,,Slovenia,consulate,,,,,http://www.wikidata.org/entity/Q19934376
Italy,Rome,,,Azerbaijan,embassy,,,,,http://www.wikidata.org/entity/Q12836911
Italy,Rome,,,Belgium,embassy,,,,,http://www.wikidata.org/entity/Q18654798
Italy,Rome,,Point(12.45977778 41.90681667),Colombia,embassy,,,http://santasede.embajada.gov.co/,,http://www.wikidata.org/entity/Q5369623
Italy,Rome,,,Czech Republic,embassy,,,,,http://www.wikidata.org/entity/Q11879195
Italy,Rome,,Point(12.470826 41.894794),France,embassy,,,http://www.ambafrance-it.org/,http://commons.wikimedia.org/wiki/Special:FilePath/Palais%20Farnese.jpg,http://www.wikidata.org/entity/Q2841759
Italy,Rome,,Point(12.503275 41.905117),Germany,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Campitelli%20-%20Campidoglio%20v%20d%20tre%20pile%20e%20pal%20Caffarelli%20P1020314.JPG,http://www.wikidata.org/entity/Q22226879
Italy,Rome,,,India,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20India%2C%20Rome.jpg,http://www.wikidata.org/entity/Q5369725
Italy,Rome,,,Italy,embassy,,,http://www.ambsantasedevaticano.esteri.it,,http://www.wikidata.org/entity/Q16744674
Italy,Rome,,,Japan,embassy,,,,,http://www.wikidata.org/entity/Q56257856
Italy,Rome,,,Norway,embassy,,,,,http://www.wikidata.org/entity/Q14089919
Italy,Rome,,Point(12.4833 41.8833),Poland,embassy,,,http://www.rzym.msz.gov.pl/,http://commons.wikimedia.org/wiki/Special:FilePath/Polish%20Embassy%20in%20Rome.jpg,http://www.wikidata.org/entity/Q5369826
Italy,Rome,,Point(12.4792 41.8939),Poland,embassy,,,http://www.stolicaapostolska.msz.gov.pl,,http://www.wikidata.org/entity/Q9149570
Italy,Rome,,,Russia,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%97%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5%20%D0%9F%D0%BE%D1%81%D0%BE%D0%BB%D1%8C%D1%81%D1%82%D0%B2%D0%B0%20%D0%A0%D0%A4%20%D0%B2%20%D0%98%D1%82%D0%B0%D0%BB%D0%B8%D0%B8.jpg,http://www.wikidata.org/entity/Q4374042
Italy,Rome,,,Slovakia,embassy,,,https://www.mzv.sk/web/rim,,http://www.wikidata.org/entity/Q27990846
Italy,Rome,,,South Korea,embassy,,,,,http://www.wikidata.org/entity/Q55734528
Italy,Rome,,,South Korea,embassy,,,,,http://www.wikidata.org/entity/Q56257701
Italy,Rome,,Point(12.476494444 41.903886111),Spain,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Spain%20in%20Rome.JPG,http://www.wikidata.org/entity/Q55101266
Italy,Rome,,,Sweden,embassy,,,http://www.swedenabroad.com/Roma/,http://commons.wikimedia.org/wiki/Special:FilePath/Roma%20-%20Ambasciata%20di%20Svezia%20in%20Italia.jpg,http://www.wikidata.org/entity/Q5369877
Italy,Rome,,Point(12.502529 41.906448),Turkey,embassy,,,,,http://www.wikidata.org/entity/Q5369897
Italy,Rome,,,Turkish Republic of Northern Cyprus,embassy,,,,,http://www.wikidata.org/entity/Q19611775
Italy,Rome,"Via Guido d'Arezzo, 9, Roma",Point(12.493718 41.920477),Ukraine,embassy,+39-06-841-2630,mailto:emb_it@mfa.gov.ua,http://italy.mfa.gov.ua/,,http://www.wikidata.org/entity/Q4374076
Italy,Rome,,Point(12.4908 41.9068),United States of America,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Roma%20ambaixada%20EUA.jpg,http://www.wikidata.org/entity/Q5369967
Italy,Rome,,Point(12.485307 41.884614),United States of America,embassy,,,http://vatican.usembassy.gov/,,http://www.wikidata.org/entity/Q5369978
Italy,Trieste,,,Slovenia,consulate general,,,,,http://www.wikidata.org/entity/Q12789685
Italy,Venice,,,Holy See,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q3879501
Ivory Coast,,,Point(-4.01759 5.326356),France,embassy,,,http://www.ambafrance-ci.org/,,http://www.wikidata.org/entity/Q2378933
Ivory Coast,,,,Saudi Arabia,embassy,,,,,http://www.wikidata.org/entity/Q54857253
Ivory Coast,,,,Sweden,embassy,,,,,http://www.wikidata.org/entity/Q18333490
Ivory Coast,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q12784979
Ivory Coast,Abidjan,,,Japan,embassy,,,,,http://www.wikidata.org/entity/Q2841868
Ivory Coast,Abidjan,,,Norway,embassy,,,,,http://www.wikidata.org/entity/Q19383543
Ivory Coast,Abidjan,,,State of Palestine,embassy,,,,,http://www.wikidata.org/entity/Q29512362
Ivory Coast,Abidjan,,Point(-4.01430556 5.32291667),Turkey,embassy,,,,,http://www.wikidata.org/entity/Q2464705
Ivory Coast,Abidjan,,,United States of America,embassy,+225-22-49-40-00,mailto:consularabidja@state.gov,http://abidjan.usembassy.gov/,,http://www.wikidata.org/entity/Q27861602
Jamaica,,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q12784969
Jamaica,Kingston,,Point(-76.77833 18.01704),France,embassy,,,http://ambafrance-jm-bm.org/,,http://www.wikidata.org/entity/Q2841755
Japan,,,Point(139.739333 35.6515),Australia,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/AustralianEmbassy.jpg,http://www.wikidata.org/entity/Q11668251
Japan,,,Point(139.750944444 35.648722222),Botswana,embassy,,,,,http://www.wikidata.org/entity/Q48280900
Japan,,,Point(139.702555555 35.629944444),Djibouti,embassy,,,http://djiboutiembassy.jp/,,http://www.wikidata.org/entity/Q55342231
Japan,,,Point(139.7315 35.634972),Ethiopia,embassy,,,,,http://www.wikidata.org/entity/Q11668250
Japan,,,Point(139.72875 35.650167),Finland,embassy,,,http://www.finland.or.jp/,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Finland%20in%20Tokyo.JPG,http://www.wikidata.org/entity/Q11668255
Japan,,,Point(139.73375 35.626417),Iceland,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Tokyo%207-7-2005%207-43-46%20PM%20%28828018818%29.jpg,http://www.wikidata.org/entity/Q11668248
Japan,,,Point(139.72125 35.631388888),Indonesia,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Indonesia%2C%20in%20Tokyo.jpg,http://www.wikidata.org/entity/Q45380967
Japan,,,Point(139.73125 35.648055555),Iran,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Iran%20in%20Tokyo.JPG,http://www.wikidata.org/entity/Q46994693
Japan,,,Point(139.692806 35.663028),Iraq,embassy,,,http://www.iraqi-japan.com/,,http://www.wikidata.org/entity/Q11668249
Japan,,,Point(139.73767 35.685988),Israel,embassy,,,,,http://www.wikidata.org/entity/Q43378645
Japan,,,Point(139.7315 35.634972),Malawi,embassy,,,,,http://www.wikidata.org/entity/Q11668256
Japan,,,Point(139.689 35.66225),Mongolia,embassy,,,,,http://www.wikidata.org/entity/Q45875126
Japan,,,Point(139.714277777 35.662166666),Morocco,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Maroc%20Tokyo.jpeg,http://www.wikidata.org/entity/Q47522641
Japan,,,Point(139.74275 35.643167),Mozambique,embassy,,,,,http://www.wikidata.org/entity/Q11668257
Japan,,,Point(139.74425 35.688388888),Paraguay,embassy,,,,,http://www.wikidata.org/entity/Q44193958
Japan,,,Point(141.33825 43.062388888),South Korea,consulate general,,,,,http://www.wikidata.org/entity/Q56640306
Japan,,,Point(130.385669 33.574193),Taiwan,consulate,,,http://www.roc-taiwan.org/jpfuk_ja/post/14.html,,http://www.wikidata.org/entity/Q37446577
Japan,,,Point(139.742583333 35.659694444),Tonga,embassy,,,,,http://www.wikidata.org/entity/Q47510848
Japan,,,Point(139.708591 35.67318),Turkey,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Turkey%20in%20Tokyo.JPG,http://www.wikidata.org/entity/Q26326681
Japan,,,Point(130.372984 33.588153),United States of America,consulate,,,https://jp.usembassy.gov/ja/embassy-consulates-ja/fukuoka-ja/,,http://www.wikidata.org/entity/Q47452365
Japan,,,Point(139.741874 35.68973),Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q12784968
Japan,Chiyoda-ku,,Point(139.741268 35.684882),State of Palestine,embassy,,,,,http://www.wikidata.org/entity/Q28111926
Japan,Chūō-ku,,,South Korea,consulate general,,,,,http://www.wikidata.org/entity/Q56237429
Japan,Fujimi,一丁目8-9,Point(139.745022 35.69781),East Timor,embassy,,,,,http://www.wikidata.org/entity/Q52215240
Japan,Fukuoka,,,Australia,consulate general,,,,,http://www.wikidata.org/entity/Q55984198
Japan,Fukuoka,,Point(130.36072222 33.59058333),People's Republic of China,consulate general,,,,,http://www.wikidata.org/entity/Q54807068
Japan,Fukuoka,,Point(130.373027777 33.588083333),United States of America,consulate,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Consulates%20of%20the%20United%20States%20in%20Fukuoka.JPG,http://www.wikidata.org/entity/Q52308019
Japan,Fukuoka,,Point(130.404083333 33.593305555),Vietnam,consulate general,,,https://vnconsulate-fukuoka.mofa.gov.vn/vi-vn/Trang/default.aspx,http://commons.wikimedia.org/wiki/Special:FilePath/Consulate-General%20of%20the%20Socialist%20Republic%20of%20Viet%20Nam%20in%20Fukuoka.JPG,http://www.wikidata.org/entity/Q53112476
Japan,Fukuoka Prefecture,,Point(130.362916666 33.5915),South Korea,consulate general,,,,,http://www.wikidata.org/entity/Q56064978
Japan,Hakodate,,Point(140.71069444 41.76594444),United Kingdom,consulate,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Former%20British%20Consulate%20in%20Hakodate%20Hokkaido%20Japan01s3.jpg,http://www.wikidata.org/entity/Q22119962
Japan,Kioichō,,Point(139.73758 35.681839),Bangladesh,embassy,,,,,http://www.wikidata.org/entity/Q52213274
Japan,Kita-Shinagawa,,Point(139.732563 35.625904),Brunei,embassy,,,,,http://www.wikidata.org/entity/Q52215631
Japan,Kita-ku,,Point(135.501916666 34.696833333),United States of America,consulate general,,,https://jp.usembassy.gov/ja/embassy-consulates-ja/osaka-ja/,,http://www.wikidata.org/entity/Q50822896
Japan,Kyoto,,Point(135.778333 35.026111),France,consulate general,,,https://kyoto.consulfrance.org,http://commons.wikimedia.org/wiki/Special:FilePath/Institut%20fran%C3%A7ais%20du%20Japon%20%E2%80%93%20Kansai.JPG,http://www.wikidata.org/entity/Q16543710
Japan,Meguro-ku,,Point(139.710115 35.639058),Algeria,embassy,,,,,http://www.wikidata.org/entity/Q30403250
Japan,Meguro-ku,,Point(139.668475 35.626144444),Azerbaijan,embassy,,,http://www.azembassy.jp/English/,,http://www.wikidata.org/entity/Q16417892
Japan,Meguro-ku,,Point(139.698528 35.649056),Egypt,embassy,,,,,http://www.wikidata.org/entity/Q56664948
Japan,Meguro-ku,,Point(139.697916666 35.627805555),Nepal,embassy,,,http://jp.nepalembassy.gov.np/ne/,,http://www.wikidata.org/entity/Q50167021
Japan,Minato-ku,,Point(139.714472 35.670833),Brazil,embassy,,,http://toquio.itamaraty.gov.br/ja/,http://commons.wikimedia.org/wiki/Special:FilePath/Brazil%20Embassy%20%40%20Aoyama%20%2811495420365%29.jpg,http://www.wikidata.org/entity/Q10272279
Japan,Minato-ku,,Point(139.745583333 35.654194444),Chile,embassy,,,https://chile.gob.cl/japon/,,http://www.wikidata.org/entity/Q56151305
Japan,Minato-ku,,Point(139.726138888 35.638083333),Eritrea,embassy,,,http://www.eritreaembassy-japan.org/,,http://www.wikidata.org/entity/Q52097223
Japan,Minato-ku,,Point(139.741666666 35.668694444),Georgia,embassy,,,,,http://www.wikidata.org/entity/Q52388399
Japan,Minato-ku,"Mita, 2 Chome−2−5−4",Point(139.7425 35.650722222),Italy,embassy,+81-3-3453-5291,,http://www.ambtokyo.esteri.it/ambasciata_tokyo/ja/,http://commons.wikimedia.org/wiki/Special:FilePath/The%20embassy%20of%20Italy%20in%20Tokyo%20Japan.jpg,http://www.wikidata.org/entity/Q24479841
Japan,Minato-ku,東京都港区三田4-13-12,Point(139.741561 35.645226),Kuwait,embassy,+81-3-3455-0361,mailto:info@kuwait-embassy.or.jp,http://kuwait-embassy.or.jp/,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Kuwait%2C%20Tokyo%200196.jpg,http://www.wikidata.org/entity/Q11668252
Japan,Minato-ku,,Point(139.742583333 35.659722222),Maldives,embassy,,,https://www.maldivesembassy.jp/,,http://www.wikidata.org/entity/Q55096462
Japan,Minato-ku,"Minamiazabu, 5 Chome−１２−２",Point(139.72373 35.65293),Norway,embassy,+81-3-6408-8100,,http://www.norway.or.jp/,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Norway%20in%20Tokyo.JPG,http://www.wikidata.org/entity/Q19383603
Japan,Minato-ku,,Point(139.727833333 35.65),Pakistan,embassy,,,http://pakistanembassytokyo.com/ja,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Pakistan%20in%20Tokyo.JPG,http://www.wikidata.org/entity/Q30402941
Japan,Minato-ku,東京都港区元麻布3－4－33,Point(139.727222 35.656278),People's Republic of China,embassy,+81-3-3403-3388,,http://www.china-embassy.or.jp/jpn/,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20the%20People%27s%20Republic%20of%20China%20in%20Japan.jpg,http://www.wikidata.org/entity/Q29869769
Japan,Minato-ku,,Point(139.739277777 35.663333333),Saudi Arabia,embassy,,,,,http://www.wikidata.org/entity/Q31075981
Japan,Minato-ku,,Point(139.717175 35.687414),South Korea,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20South%20Korea%20in%20Tokyo%2C%20Japan%202012-10-11.JPG,http://www.wikidata.org/entity/Q553886
Japan,Minato-ku,,Point(139.7415 35.665138888),Spain,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Tokio%20-%20Embassy%20of%20Spain.JPG,http://www.wikidata.org/entity/Q43389868
Japan,Minato-ku,,Point(139.733722222 35.667388888),Syria,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Syria-Tokyo.jpg,http://www.wikidata.org/entity/Q44825284
Japan,Minato-ku,,Point(139.74328 35.66861),United States of America,embassy,,,http://japan.usembassy.gov,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy-of-the-United-States-of-America-in-Japan-01.jpg,http://www.wikidata.org/entity/Q2331721
Japan,Nagasaki,,Point(129.8665 32.77794444),People's Republic of China,consulate general,,,,,http://www.wikidata.org/entity/Q55442936
Japan,Nagoya,,Point(136.905666666 35.175277777),Canada,consulate,,,,,http://www.wikidata.org/entity/Q56240875
Japan,Nagoya,,Point(136.915944444 35.173055555),People's Republic of China,consulate general,,,http://nagoya.china-consulate.org/,,http://www.wikidata.org/entity/Q55713763
Japan,Nagoya,,Point(136.890277777 35.172805555),United States of America,consulate,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Nagoya%20International%20Center%20Building01.JPG,http://www.wikidata.org/entity/Q52159574
Japan,Niigata,,Point(139.03669444 37.92519444),People's Republic of China,consulate general,,,http://niigata.china-consulate.org/,,http://www.wikidata.org/entity/Q55721649
Japan,Roppongi,,Point(139.735511 35.659957),Philippines,embassy,,,,,http://www.wikidata.org/entity/Q52215545
Japan,Roppongi,,Point(139.734238 35.657702),Singapore,embassy,,,,,http://www.wikidata.org/entity/Q52213051
Japan,Sakai,,Point(135.477603 34.576478),Vietnam,consulate general,,,https://vnconsulate-osaka.mofa.gov.vn/en-us/Pages/default.aspx,,http://www.wikidata.org/entity/Q52951921
Japan,Sapporo,,Point(141.346111111 43.066722222),Australia,consulate,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sapporo%20Center%20Building.jpg,http://www.wikidata.org/entity/Q56009880
Japan,Sapporo,,Point(141.32433333 43.03933333),People's Republic of China,consulate general,,,,,http://www.wikidata.org/entity/Q55234181
Japan,Sapporo,,Point(141.313833333 43.056388888),United States of America,consulate general,,,https://jp.usembassy.gov/ja/embassy-consulates-ja/sapporo-ja/,,http://www.wikidata.org/entity/Q50756231
Japan,Setagaya-ku,"Daizawa, 2 Chome−１０−２４",Point(139.672409 35.656787),Angola,embassy,+81-3-5430-7879,,http://angola.or.jp,,http://www.wikidata.org/entity/Q30403436
Japan,Setagaya-ku,"Kamiyoga, 4 Chome−２１−９",Point(139.62903 35.636832),Tanzania,embassy,,,http://www.tanzaniaembassy.or.jp,,http://www.wikidata.org/entity/Q16964538
Japan,Shibuya,,Point(139.715083333 35.655194444),Croatia,embassy,,,http://jp.mvep.hr/,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Croatia%20in%20Tokyo.jpg,http://www.wikidata.org/entity/Q55190063
Japan,Shibuya,,Point(139.685805555 35.672861111),Vietnam,embassy,,,http://www.vnembassy-jp.org/,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Vietnam%20in%20Tokyo%2020180731.jpg,http://www.wikidata.org/entity/Q52853599
Japan,Shinagawa-ku,,Point(139.717778 35.632222),Colombia,embassy,,,https://japon.embajada.gov.co/,http://commons.wikimedia.org/wiki/Special:FilePath/ColombianEmbassy.jpg,http://www.wikidata.org/entity/Q28057259
Japan,Shinagawa-ku,"Kamiosaki, 3 Chome−１４−６",Point(139.719581 35.632003),Thailand,embassy,+81-3-5789-2449,,http://site.thaiembassy.jp/en/,http://commons.wikimedia.org/wiki/Special:FilePath/Thailand%27s%20Embassy%20in%20Tokyo%202016.jpg,http://www.wikidata.org/entity/Q26326829
Japan,Shinjuku-ku,"Ichigayahonmuracho, ３−２５",Point(139.731916 35.691049),Benin,embassy,+81-3-5229-7232,,,,http://www.wikidata.org/entity/Q30403674
Japan,Tokyo,"Nibancho, ５−４",Point(139.735814 35.685062),Belgium,embassy,+81-3-3262-0191,,http://diplomatie.belgium.be/en/japan,,http://www.wikidata.org/entity/Q20664366
Japan,Tokyo,,Point(139.728857 35.671084),Cambodia,embassy,,,,,http://www.wikidata.org/entity/Q52175898
Japan,Tokyo,,Point(139.72835 35.67361),Canada,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy-of-Canada-in-Japan-01.jpg,http://www.wikidata.org/entity/Q5369599
Japan,Tokyo,"4-11-44, Minami-Azabu, Minato-ku",Point(139.725219 35.647498),France,embassy,,,http://www.ambafrance-jp.org/,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20France%20in%20Tokyo.JPG,http://www.wikidata.org/entity/Q2841652
Japan,Tokyo,,Point(139.72522222 35.65080556),Germany,embassy,,,http://www.japan.diplo.de/Vertretung/japan/de/02-Botschaft/0-Botschaft.html,http://commons.wikimedia.org/wiki/Special:FilePath/Botschaft%20Tokyo.jpg,http://www.wikidata.org/entity/Q16061535
Japan,Tokyo,,Point(139.747208 35.693997),India,embassy,,,,,http://www.wikidata.org/entity/Q52175858
Japan,Tokyo,,Point(139.740615 35.685659),Ireland,embassy,,,,,http://www.wikidata.org/entity/Q48814432
Japan,Tokyo,"3-6-1Toranomon, Minato-ku",Point(139.745361 35.666608),Nigeria,embassy,,,http://www.nigeriaembassy.jp/,http://commons.wikimedia.org/wiki/Special:FilePath/Nigeria%20Embassy%2C%20Tokyo.jpg,http://www.wikidata.org/entity/Q42310134
